,id,lat,lon,addr:city,addr:housenumber,addr:state,addr:street,name,phone,capacity,addr:postcode,contact:instagram,email,postal_code,instagram,twitter,addr:housename,location,addr
1074,5799024753,40.7163524,-73.9981687,,,,,Ten Ren,,,,,,,,,,,
1075,5801942482,40.7032509,-73.9328762,,995,,Flushing Avenue,Bake Shop,+1-718-381-3706,,,,,,,,,,
1076,5805217646,40.6691904,-73.9859437,Brooklyn,313,NY,9th Street,Gong Cha,+1-347-294-0496,,11215,,,,,,,,
1077,5806583254,40.7512755,-73.9793045,,33,,east 40th street,Taylor St. Baristas,,,,,,,,,,,
1078,5811536127,40.8440279,-73.7854627,,205,,City Island Avenue,Ray's Cafe,+1-347-346-9119,,,,,,,,,,
1079,5812464935,40.7521357,-73.9915345,,234,,West 35th Street,Madman Espresso,,,10001,https://instagram.com/madmanespresso/,info@madmanespresso.com,,,,,,
1080,5817720353,40.7793161,-73.9808861,New York,279,NY,Amsterdam Avenue,Blue Bottle Coffee,,,10023,,,,,,,,
1081,5818421646,40.7560886,-73.9926331,,333,,West 39th Street,Aleef Coffee House Inc,+1-212-7564-2723,,,,,,,,,,
1082,5819051479,40.6670686,-73.9812452,,321,,7th Avenue,Cusp,+1-718-788-2980,,11215,,,,,,,,
1083,5821317603,40.6634448,-73.991455,Brooklyn,620,NY,5th Avenue,Yardsale Cafe,+1-929-477-0167,,11215,,,,,,,,
1084,5821349507,40.6672789,-73.9808256,Brooklyn,414,NY,8th Street,Java Joe,+1-718-369-6026,,11215,,,,,,,,
1085,5823823343,40.7052284,-73.9444215,,84,,Manhattan Avenue,19 Cafe,,,,,,,,,,,
1086,5827853291,40.668131,-73.9869618,,,,,Sip & Play,+1-718-971-1684,,,,,,,,,,
1087,5836577592,40.7793832,-73.9829974,,,,,Tea Magic,+1-212-712-2227,,,,,,,,,,
1088,5837218439,40.7515815,-74.0053292,New York,601,NY,West 27th Street,La Colombe Coffee Roasters,+1 (646) 885-0677,,10001,,,,,,,,
1089,5840570545,40.6166822,-74.0310713,,9402,,4th Avenue,Pasticceria Rocco,+1 718-745-2590,,11209,,,,,,,,
1090,5842396231,40.6648362,-73.9937781,,618,,4th Avenue,Bread & Joe,,,11215,,,,,,,,
1091,5844657601,40.6199411,-74.0326909,,9102,,3rd Avenue,Little Cupcake Bakeshop,+1-718-680-4465,,11209,,,,,,,,
1092,5849787600,40.7291067,-73.9839653,,176,,1st Avenue,Black Seed Bagels,+1 646-484-5781,,10009,,,,,,,,
1093,5849801770,40.7456636,-73.9884874,,1188,,Broadway,Black Seed Bagels,,,10001,,,,,,,,
1094,5849929497,40.7296485,-73.9988026,,78,,West 3rd Street,Irving Farm Coffee Roasters,+1-646-398-7146,,,,holler@irvingfarm.com,,,,,,
1095,5852314821,40.8055083,-73.9653737,New York,2882,NY,Broadway,Oren's Daily Roast,+1 212-749-8779,,10025,,,,,,,,
1096,5852364693,40.7718742,-73.9563636,,1475,,2nd Avenue,Pick-A-Bagel,+1 212-717-4668,,10075,,,,,,,,
1097,5852378587,40.6819521,-73.995929,,,,,Monteleone's Bakery & Cafe,+1-718-852-5600,,,,,,,,,,
1098,5853859976,40.6127415,-74.000354,,7815,,17th Avenue,Mochick Tea,+1 347-254-6486,,11214,,,,,,,,
1099,5856029899,40.7478787,-73.9763222,,569,,3rd Avenue,Daniel's Bagels,+1 212-972-9733,,10016,,,,,,,,
1100,5859542351,40.6758276,-73.9838715,,,,,Whisk & Whiskey,+1-347-799-1639,,,,,,,,,,
1101,5859940717,40.7720548,-73.9608314,,1045,,Lexington Avenue,Joe Coffee Company,+1 212-988-2500,,10021,,,,,,,,
1102,5862744811,40.7750206,-73.9803155,,187,,Columbus Avenue,Joe Coffee Company,+1 212-877-0244,,10023,,,,,,,,
1103,5868596706,40.7803846,-73.9533857,New York,171,NY,East 88th Street,Birch Coffee,+1 212-646-1444,,10128,,,,,,,,
1104,5868658667,40.7807678,-73.9523027,,1585,,3rd Avenue,Bagels & More,+1 212-348-4395,,,,,,,,,,
1105,5872669068,40.5901126,-73.7973406,,,,,Cuisine By Claudette,,,,,,,,,,,
1106,5874439929,40.7027119,-73.907272,,709,,Seneca Avenue,Cafe M Seneca,+1-646-949-1811,,,,,,,,,,
1107,5876444850,40.7465581,-73.9814145,New York,3,NY,Park Avenue,Le Pain Quotidien,+1-212-779-2905,,10016,,,,,,,,
1108,5876977173,40.7922821,-73.9406837,New York,308,NY,East 109th Street,Dear Mama Coffee,+1 929-279-2225,,,,,,,,,,
1109,5887438223,40.7258379,-73.7401745,Jamaica,90-49,NY,Springfield Boulevard,Hi Luck,+1 718 4652777,,11428,,,,,,,,
1110,5889547501,40.7270509,-73.9801128,,341,,East 10th Street,Ninth Street Espresso,,,,,,,,,,,
1111,5891774859,40.6790596,-73.9681533,Brooklyn,609,NY,Vanderbilt Avenue,Gran Caffé de Martini,,,11238,,,,,,,,
1112,5893344796,40.6803422,-73.9693396,,,,,Sweetbee Coffee,,,,,,,,,,,
1113,5896851985,40.7273043,-74.0059691,New York,175,NY,Varick Street,Seven Grams Caffé,+19172617527,,10014,,,,,,,,
1114,5904850531,40.7146071,-73.9924298,,6,,Allen Street,"Happy Express Cafe, Inc.",+1-212-965-9898,,,,,,,,,,
1115,5905798195,40.6351311,-74.0235244,,,,,City League,,,,,,,,,,,
1116,5906764089,40.751312,-73.9401037,,,,,,,,,,,,,,,,
1117,5906840087,40.7554977,-73.9412472,,,,,Oh! Bagels,,,,,,,,,,,
1118,5906974191,40.6508022,-73.7915347,,,,,Starbucks,,,,,,,,,,,
1119,5906982488,40.6471223,-73.7910249,,,,,Euro Crepe,,,,,,,,,,,
1120,5906982490,40.6471704,-73.7911643,Jamaica,,NY,,Starbucks,+1 718-553-2151,,11430,,,,,,,,
1121,5908861465,40.6644147,-73.9838344,,,,,Techne Kafe,,,,,,,,,,,
1122,5910319476,40.6616051,-73.9857929,,,,,Cafe on 7th,+1-347-235-7158,,,,,,,,,,
1123,5910319479,40.6617344,-73.9856885,,,,,Little Honey,+1-917-909-1609,,,,,,,,,,
1124,5912873399,40.6871827,-73.9937419,,,,,Joy,,,,,,,,,,,
1125,5912968131,40.6905679,-73.9917738,,113,,Court Street,ViVi Bubble Tea,+1 718-522-3091,,11201,,,,,,,,
1126,5912968134,40.6887231,-73.9930112,,,,,Mamman,,,,,,,,,,,
1127,5914043148,40.6647746,-73.9864585,,535,,6th Avenue,OS Cafe,+1-347-213-4365,,11215,,,,,,,,
1128,5924114805,40.8066955,-73.9638287,,,,,Café East,,,,,,,,,,,
1129,5924114807,40.8067796,-73.9637662,,,,,Blue Java,,,,,,,,,,,
1130,5924114808,40.8065269,-73.9631276,,,,,Blue Java,,,,,,,,,,,
1131,5925003683,40.8071136,-73.9649082,New York,2929,NY,Broadway,Starbucks,+1 212-932-0300,,10025,,,,,,,,
1132,5932754534,40.7792964,-73.9533764,New York,1535,NY,3rd Avenue,Le Pain Quotidien,+1 332-910-6856,,10028,,,,,,,,
1133,5934793658,40.7040845,-73.901837,Ridgewood,67-14,NY,Forest Avenue,Nomad Cafe and Eatery,+1-347-227-8136,,11385,,,,,,,,
1134,5937436932,40.6707067,-73.9862615,,,,,Cafe Nanahoshi,,8,,,,,,,,,
1135,5937855588,40.7049901,-73.9234506,Brooklyn,207,NY,Starr Street,Pitanga,+1-718-456-1048,,,@pitangabk,,,,,,,
1136,5939562687,40.7761994,-73.9815882,,143,,West 69th Street,Noi Due Cafe,+1-212-712-2222,,,,,,,,,,
1137,5941202236,40.6559297,-74.0030444,,,,,Mama Lupita's Bistro,+1-917-909-0522,,,,,,,,,,
1138,5949200228,40.6937046,-73.9646875,,,,,Petee's Cafe,+1-646-494-3630,,,,,,,,,,
1139,5955392985,40.7027759,-74.012773,,,,,Starbucks,,,,,,,,,,,
1140,5963034386,40.7162589,-73.9554176,Brooklyn,88,NY,Roebling Street,7 Grain Army,,,11211,7grainarmy,,,,,,,
1141,5978556693,40.7715971,-73.9611763,,1031,,Lexington Avenue,Colomba Coffee,,,10021,,,,,,,,
1142,5978556700,40.7035005,-74.0129805,,27,,Whitehall Street,Flavors,,,,,,,,,,,
1143,5978556705,40.7061538,-74.0128132,,42,,Broadway,Gregory’s Coffee,,,,,,,,,,,
1144,5978556714,40.711896,-74.0005122,,5,,Madison Street,Madison Bagel & Grill,,,,,,,,,,,
1145,5978556721,40.707216,-74.008596,,62,,William Street,Koyzina Kafe,,,,,,,,,,,
1146,5978556725,40.7090861,-74.0070176,,,,,Open Kitchen,,,,,,,,,,,
1147,5978556732,40.711246,-74.0063142,New York,140,NY,Nassau Street,Variety Coffee,+1-212-267-0207,,10038,,,,,,,,
1148,5978556769,40.7223584,-73.9501246,,,,Manhattan Avenue,Cotter Barber,,,,,,,,,,,
1149,5978556770,40.7230585,-73.9502459,,,,,Charlotte Patisserie,,,,,,,,,,,
1150,5978556807,40.7102157,-74.0057019,New York,166,,William Street,Dante’s,,,,,,,,,,,
1151,5978557687,40.7093091,-74.0068103,,,,,BentOn Cafe,,,,,,,,,,,
1152,5978557997,40.7095297,-74.0119738,,110,,Trinity Place,Lazzaro,,,,,,,,,,,
1153,5978557998,40.7094109,-74.0120305,,110,,Trinity Place,Hank’s Pizza,+12127964499,,,,,,,,,,
1154,5978558001,40.7083708,-74.0074301,New York,100,NY,William Street,Starbucks,+1 212-509-9709,,10038,,,,,,,,
1155,5978558008,40.7070318,-74.0080353,,25,,Cedar Street,Pita Press,,,,,,,,,,,
1156,5978558886,40.7082492,-74.0101892,,,,,Manon Cafe,,,,,,,,,,,
1157,5978792116,40.7073322,-74.0059333,,225,,Pearl Street,Sons of Thunder,+1-646-822-0208,,,,,,,,,,
1158,5978792487,40.6867938,-73.9662119,Brooklyn,147,NY,Greene Avenue,Prim Rose Café,,,11238,,,,,,,,
1159,5978795488,40.7443569,-73.9125569,,51-29,,43rd Avenue,Café 52,+1 718-424-0250,,,cafe52restaurant,,,,,,,
1160,5978832686,40.7444812,-73.9125355,,41-54,,52nd Street,Ju-Go Juice Bar,+1 718-440-9135,,,,,,,,,,
1161,5978837386,40.7234561,-73.9514323,Brooklyn,66,NY,Nassau Avenue,Starbucks,+1 718-383-3750,,11222,,,,,,,,
1162,5981998923,40.669662,-73.9868921,,287,,9th Street,Bagel Pub,,,11215,,,,,,,,
1163,5983989122,40.7113076,-74.016162,,,,,Le Pain Quotidien,,,,,,,,,,,
1164,5984058502,40.8442897,-73.9424117,,83,,Haven Avenue,Hilltop Perk,,,,,,,,,,,
1165,5985763486,40.758148,-73.9824848,,1185,,6th Avenue,Starbucks,2127307645,,10036,,,,,,,,
1166,5985838985,40.7596521,-73.9852254,New York,1585,NY,Broadway,Starbucks,+1 212-541-7515,,10036,,,,,,,,
1167,5987486741,40.6831965,-73.9927143,,,,,Poetica Coffee,,,,,,,,,,,
1168,5990907363,40.7582209,-73.8296914,,40-52,,Main Street,Xing Fu Tang,+1 929-519-6206,,,,,,,,,,
1169,6001361798,40.7154345,-74.01633,,,,,Le Pain Quotidien,,,,,,,,,,,
1170,6003410969,40.6748895,-73.9889741,,,,,Allegro Coffee Roasters,,,,,,,,,,,
1171,6004765085,40.7088941,-73.9360587,,297,,Meserole Street,City of Saints Coffee Roasters,,,,,,,,,,,
1172,6006148886,40.6875229,-73.9237864,,,,,Chez Alex,,,,,,,,,,,
1173,6006276987,40.7202527,-73.9983375,,239,,Centre Street,Maman,+1 212-226-0700,,,,,,,,,,
1174,6006276988,40.7433245,-73.9901642,,,,,Maman,,,,,,,,,,,
1175,6006289990,40.7343048,-73.9575298,,,,,Bakeri,+1-718-349-1542,,,,,,,,,,
1176,6006320286,40.7544586,-73.9764655,,81,,East 45th Street,Partners Coffee,+1 646-747-0801,,,,,,,,,,
1177,6006336588,40.688819,-73.9551884,,1058,,Bedford Avenue,Stonefruit,,,,,,,,,,,
1178,6008609702,40.6618916,-73.9819584,,428,,15th Street,Cuppa Hive Coffee,,,11215,,,,,,,,
1179,6008970685,40.7606732,-73.985793,,,,,Masseria Caffe & Bakery,,,,,,,,,,,
1180,6008979885,40.7589838,-73.9901759,,,,,St Kilda Coffee,,,,,,,,,,,
1181,6026088130,40.7430002,-73.9966979,New York,188,NY,7th Avenue,Matto Espresso,,,10011,,,,,,,,
1182,6030389800,40.7572238,-73.9807255,New York,44,NY,West 47th Street,Robusta Espresso Bar,+1-212-302-0242,,10036,,,,,,,,
1183,6037257725,40.7183082,-73.9573908,,166,,Bedford Avenue,Vittoria,718-388-3118,,,,,,,,,,
1184,6037820263,40.66171,-73.9892569,,,,,Mexique Cafe,,,,,,,,,,,
1185,6044339377,40.7186713,-74.0005149,,120C,,Lafayette Street,Kaigo Coffee Room,+1-646-504-5353,,10013,,,,,,,,
1186,6053555793,40.7294715,-73.9844822,,342,,East 11th Street,Veniero's Pasticcera & Caffé,+1-212-674-7070,,10003,,,,,,,,
1187,6055272196,40.7913646,-73.9513622,,1490,,Madison Avenue,Superior Café,+1 646-666-0095,,10029,,,,,,,,
1188,6057926785,40.6870195,-73.9901147,,,,,Mia's Bakery,+1-347-987-3194,,11201,,,,,,,,
1189,6067214134,40.7541518,-73.9861387,,1440,,Broadway,Le Café Coffee,+1 212-768-3602,,,,,,,,,,
1190,6068979466,40.7603546,-73.9611323,New York,1102,NY,1st Avenue,Starbucks,+1 212-618-9118,,10065,,,,,,,,
1191,6071485490,40.7681491,-73.9853167,New York,884,NY,9th Avenue,Birch Coffee,+1-212-686-1444,,10019,,57thstreet@birchcoffee.com,,,,,,
1192,6071606246,40.6628451,-73.991657,,639,,5th Avenue,Roots Cafe,+1-929-301-5535,,11215,,,,,,,,
1193,6073872634,40.7131587,-73.9087002,,55-03,,Metropolitan Avenue,Sebastian's Cafe,,,,,,,,,,,
1194,6074315900,40.7108654,-74.0059234,New York,8,,Spruce Street,Birch Coffee,+1 212-686-1444,,10038,,8sprucest@birchcoffee.com,,,,,,
1195,6088775969,40.6760534,-73.963613,,,,,Penny House Cafe,,,,,,,,,,,
1196,6090813612,40.6647385,-73.9898041,,,,,Le French Tart,,,,,,,,,,,
1197,6104250725,40.7535315,-73.9874051,,1407,,Broadway,Heytea,,,,,,,,,,,
1198,6109932937,40.7378288,-74.0047228,,19,,8th Avenue,Rebel Coffee,+1-917-261-4299,,,,,,,,,,
1199,6110870385,40.7153768,-73.9980301,New York,63,NY,Bayard Street,Mango Mango,+1-646-982-7421,,10013,,,,,,,,
1200,6110907588,40.7291946,-73.9886324,,23,,Saint Marks Place,Mango Mango Dessert,,,10003,,,,,,,,
1201,6110940186,40.7191116,-73.9963326,,206,,Grand Street,Yaya Tea Garden,2129292832,,,,,,,,,,
1202,6121661568,40.6881861,-73.9876169,,,,,Absolute Coffee,+1-718-522-0969,,,,,,,,,,
1203,6124372218,40.7632811,-73.9939987,,515,,West 47th Street,Jolly Goat Coffee,,,,,,,,,,,
1204,6125305149,40.7003011,-73.9293438,,108,,Central Avenue,Cafe Moca,,,,,,,,,,,
1205,6127296735,40.6998856,-73.9280748,,127,,Central Avenue,Bushwick Bakery,+1-917-460-5994,,11221,,bulldogcakes@yahoo.com,,,,,,
1206,6128749086,40.6981662,-73.9210076,,251,,Wilson Avenue,IC Brooklyn Cafe,+1-718-450-3346,,,,,,,,,,
1207,6133822485,40.7566505,-73.9841404,,,,,cafe un deux trois,,,,,,,,,,,
1208,6139560285,40.7435856,-74.0032089,,,,,Stone Street Coffee Company,,,,,,,,,,,
1209,6154104345,40.6729622,-73.9626595,,,,,Earth Shine,,,,,,,,,,,
1210,6171881585,40.6840022,-73.9993095,,,,,Brooklyn Farmacy & Soda Fountain,+1-718-522-6260,,,,,,,,,,
1211,6174373286,40.7224336,-74.0034695,,,,,Sanctuary T,,,,,,,,,,,
1212,6175354948,40.6825942,-73.9632502,Brooklyn,936,NY,Fulton Street,The Good Batch,,,11238,,,,,,,,
1213,6177508886,40.6503575,-74.0050741,,4022,,5th Avenue,Judy’s,+1-929-337-6252,,11232,,,,,,,,
1214,6178688685,40.6424359,-74.0025366,,,,,Thaï tea milk spot,,,,,,,,,,,
1215,6179821278,40.7099202,-74.0091218,,12,,John Street,CoCo Fresh Tea & Juice,+1-212-349-1800,,10038,,,,,,,,
1216,6184702285,40.6566731,-74.0077764,,,,,Colson Pâtisserie,,,,,,,,,,,
1217,6187464284,40.766411,-73.991661,,515,,West 52nd Street,La Bergamote,+1 212-586-2429,,,,,,,,,,
1218,6188784951,40.6815369,-73.9558972,,,,,Golda,+1-718-484-7065,,,,,,,,,,
1219,6190098843,40.6978902,-73.9371547,,,,,Café Erzulie,,,,,,,,,,,
1220,6201492297,40.7627635,-73.9779699,New York,1350,NY,6th Avenue,Joe & The Juice,,,10019,,,,,,,,
1221,6201867798,40.6410569,-73.7825643,,,,,Peet's Coffee,,,,,,,,,,,
1222,6206584785,40.7278638,-74.001067,New York,169,NY,Sullivan Street,Banter,,,10012,,,,,,,,
1223,6206712391,40.7928702,-73.9410205,,2127,,2nd Avenue,Raspberry Deli & Grocery,+1 212-860-2615,,,,,,,,,,
1224,6208859175,40.7629454,-73.8307646,,137-06,,Northern Boulevard,Sweet Cake,,,,,,,,,,,
1225,6216930316,40.7635715,-73.9670304,,785,,Lexington Avenue,Pick a Bagel,,,,,,,,,,,
1226,6217348319,40.7657733,-73.9657807,,858,,Lexington Avenue,Panda Bubble Tea,,,,,,,,,,,
1227,6218981269,40.71729,-73.9996503,,131,,Walker Street,Sweets Bakery,,,10013,,,,,,,,
1228,6221183785,40.7347592,-73.9925643,,,,,Nutella café,,,,,,,,,,,
1229,6228150877,40.748044,-73.9873353,,39,,West 32nd Street,caffé bene,+1 917-475-1432,,,,,,,,,,
1230,6230656614,40.7252668,-73.984294,,85,,Avenue A,Juicy Lucy,,,,,,,,,,,
1231,6231238816,40.7473548,-73.9862282,,6,,West 32nd Street,Paris Baguette,+1 212-244-0404,,10001,,,,,,,,
1232,6231491557,40.7119876,-73.9945141,New York,47,NY,Market Street,A2Z Dominican,(646) 462-3398,,10002,,,,,,,,
1233,6231514602,40.7138584,-73.990386,New York,155,NY,East Broadway,12 Corners,+1-212-625-8888,,10002,,,,,,,,
1234,6233803805,40.7197029,-73.9884286,New York,124,NY,Ludlow Street,Caffè Vita,(212) 260-8482,,10002,,,,,,,,
1235,6236054985,40.6848922,-73.9540394,,,,,Artshack cafe/bar,,,,,,,,,,,
1236,6236928056,40.7200481,-73.9902485,New York,129,NY,Allen Street,Joey Bats Café,(212) 519-2289,,10002,,,,,,,,
1237,6236943852,40.7208818,-73.9898439,New York,151,NY,Allen Street,Kabisera,(929) 920-8250,,10002,,,,,,,,
1238,6237945202,40.6722974,-73.9417546,,,,,Cocoa Grinder,,,,,,,,,,,
1239,6238292396,40.6735922,-73.9894442,,,,,By Clio,+1-516-636-6008,,,,,,,,,,
1240,6242155998,40.6660315,-73.9367904,,361,,Troy Avenue,Bunch o' Bagels,+1-718-604-0634,,11213,,,,,,,,
1241,6244721154,40.765555,-73.9655855,New York,849,NY,Lexington Avenue,Hale and Hearty Soups,(212)517-7600,,10065,,,,,,,,
1242,6248588890,40.7146755,-73.9566512,Brooklyn,133,,Roebling Street,Oslo Coffee,,,11211,,,,,,,,
1243,6249163403,40.6738224,-73.7305469,,,,,Urban Gourmet,,,,,,,,,,,
1244,6250062022,40.7788421,-73.9558617,,1269,,Lexington Avenue,Variety Coffee Roasters,+1 212-289-2104,,10028,,,,,,,,
1245,6250176401,40.745206,-73.9946116,,261,,7th Avenue,Variety Coffee Roasters,+1 917-409-0106,,10001,,,,,,,,
1246,6259694363,40.7151944,-73.9975111,,49,,Bayard Street,ViVi Bubble Tea,+1 212-566-6833,,10013,,,,,,,,
1247,6259730842,40.7438479,-73.9954656,,170,,West 23rd Street,ViVi Bubble Tea,+1 212-366-0688,,10011,,,,,,,,
1248,6259767847,40.7474567,-73.9865203,,12,,West 32nd Street,Gong Cha,+1 646-998-4362,,10001,,,,,,,,
1249,6259787768,40.7156257,-73.9982259,,72,,Bayard Street,Gong Cha,+1 646-726-4940,,10013,,,,,,,,
1250,6260059211,40.7136566,-73.9974429,,2,,East Broadway,ViVi Bubble Tea,+1 212-966-5793,,10038,,,,,,,,
1251,6260102833,40.6356846,-74.0096259,,5924,,8th Avenue,ViVi Bubble Tea,+1 718-439-0288,,11220,,,,,,,,
1252,6260632696,40.7823302,-73.9811871,New York,2173,NY,Broadway,Mille-Feuille Bakery Cafe,,,10024,,,,,,,,
1253,6264476981,40.7105042,-74.0091441,,200,,Fulton Street,Gong Cha,,,10038,,,,,,,,
1254,6270644226,40.7906349,-73.9519553,,,,,,,,,,,,,,,,
1255,6270649485,40.7871321,-73.9544023,New York,1378,NY,Madison Avenue,Starbucks,+1 212-534-7225,,10128,,,,,,,,
1256,6293667225,40.7204867,-73.9842269,New York,26,NY,Clinton Street,Koneko Cat Cafe,+1 646-370-9699,,10002,,info@konekonyc.com,,konekonyc,konekonyc,,,
1257,6298097844,40.6834956,-73.9951868,,,,,D'Amico Coffee,+1-718-857-5403,,,,,,,,,,
1258,6300063006,40.6600786,-73.9808244,,,,,Terrace Bagels,,,,,,,,,,,
1259,6304108186,40.7429857,-73.9733767,,,,,Kimmel Bar,,,,,,,,,,,
1260,6306935878,40.6874328,-73.9903925,,,,,One Girl Cookies,+1-212-675-4996,,,,,,,,,,
1261,6307037078,40.6878379,-73.9898642,,,,,Konditori,+1-347-721-3738,,,,,,,,,,
1262,6307037081,40.6876799,-73.9899689,,,,,Bien Cuit,+1-718-852-0200,,,,,,,,,,
1263,6314774119,40.6805304,-73.9945032,,,,,Planted Cafe,+1-917-909-1986,,,@cafeplanted,,,,,,,
1264,6314792169,40.6779968,-73.9960712,,,,,Brooklyn Habit,+1-718-246-9463,,,,,,,,,,
1265,6314905340,40.6760985,-73.9987426,,,,,Simple Green,,,,,,,,,,,
1266,6319618552,40.6887402,-73.9908157,,95,,Boerum Place,Pure Green,+1-917-398-3488,10,11201,,,,,,,,
1267,6327650155,40.6719654,-73.9609686,Brooklyn,841,NY,Classon Avenue,Villager,,,11238,villager_nyc,,,,,,,
1268,6334491280,40.6617857,-73.9931918,,,,,Laurentino's Pasticceria & Caffé,+1-718-832-1871,,,,,,,,,,
1269,6335960768,40.7453692,-73.9776863,,,,,Babylon Hookah Lounge,,,,,,,,,,,
1270,6340488794,40.6847188,-73.9949279,Brooklyn,276,NY,Court Street,Saturn Road,+13477992500,,11231,,,,,,,,
1271,6345333428,40.7312029,-73.9899196,New York,79,NY,East 10th Street,Irving Farm New York,+1-212-206-0707 x 10,,10003,,,,,,,,
1272,6345862104,40.7620218,-73.9803454,,,,,Cafe 53,,,,,,,,,,,
1273,6347916313,40.7463142,-73.9799924,,120,,East 34th Street,Utopia Bagels,+1-646-914-6981,,10016,,,,,,,,
1274,6356425186,40.7776871,-73.9783679,New York,267,NY,Columbus Avenue,TAP NYC,+1-929-930-3095,,10023,,,,,,,,
1275,6362867801,40.7431214,-73.9802602,,,,,16 Handles,,,,,,,,,,,
1276,6369348985,40.7541973,-73.9738747,,,,,Gregory's cafe,,,,,,,,,,,
1277,6371590885,40.7363825,-74.0060719,,581,,Hudson Street,MeMe,,,,,,,,,,,
1278,6372786027,40.6908749,-73.9972733,,,,,Espresso Me,,,,,,,,,,,
1279,6376472185,40.7716285,-73.9657301,,888,,Madison Avenue,Ralph's Coffee,,,,,,,,,,,
1280,6376760969,40.7466025,-73.98086,,,,,Starbucks,+1-212-725-9469,,,,,,,,,,
1281,6376980023,40.6778879,-73.9792905,,,,,T Baar,,,,,,,,,,,
1282,6382251178,40.693417,-74.000816,,139,,Bridge Park Drive,Kaigo Coffee Room,+1-347-529-6180,,11201,,,,,,,,
1283,6392106685,40.7003851,-73.9226935,,1434,,,Dweebs,,,11237,,,,,,,,
1284,6399642997,40.7741707,-73.9082046,,36-02,,Ditmars Boulevard,Queen's Room,+1-347-987-3994,,,,info@queensroomnyc.com,,,,,,
1285,6402697500,40.6970422,-73.9336001,Brooklyn,1158,NY,Myrtle Avenue,Baby Skips,+1-929-210-8101,,11221,,,,,,,,
1286,6403172421,40.7734593,-73.9598061,New York,1095,NY,Lexington Avenue,Starbucks,+1 347-658-3047,,10075,,,,,,,,
1287,6411869610,40.7443305,-73.976439,,,,,Charlotte Cafe,,,,,,,,,,,
1288,6412172122,40.7298631,-73.9873007,,,,,787 Coffee,+1-646-869-0130,,,,,,,,,,
1289,6412273637,40.7422489,-73.9831597,New York,100,NY,Lexington Avenue,Black Press Coffee,,,10016,,info@blackpresscoffee.com,,,,,,
1290,6414917575,40.6878338,-73.9934298,,178,,Court Street,Blank Street Coffee,,,11201,,,,,,,,
1291,6419733289,40.7231443,-73.9947458,,242,,Mott Street,Café Gitane,+1 212-334-9552,,10012,cafegitaneny,,,,,,,
1292,6422248286,40.7295309,-74.0015887,,201,,Bleecker Street,Porto Rico Importing Co.,212 477 5421,,,,,,,,,,
1293,6424150278,40.8242896,-73.8367552,Bronx,815,NY,Hutchinson River Parkway,Starbucks,+1 718-536-2689,,10465,,,,,,,,
1294,6433061916,40.6761808,-73.9990416,,,,,Nerd Be Cool,,,,@nerdbecool,,,,,,,
1295,6441649386,40.758854,-73.9883847,New York,694,NY,8th Avenue,Sugar Factory,+1-347-721-9066,,10036,,,,,,,,
1296,6442303487,40.6431615,-73.7825919,,,,,Camden Food Co.,,,,,,,,,,,
1297,6453371196,40.689462,-73.9859753,Brooklyn,40,NY,Hoyt Street,Kung Fu Tea,+1-347-294-0232,,11201,,,,,,,,
1298,6456450337,40.689583,-73.9859909,Brooklyn,206,NY,Livingston Street,O Poke,+1-718-664-3303,,11201,,,,,,,,
1299,6461990216,40.7443072,-73.9861386,,15,,East 28th Street,Bourke Street Bakery,,,10016,,,,,,,,
1300,6462532126,40.7303245,-73.9895846,,30,,3rd Avenue,ViVi Bubble Tea,,,10003,,,,,,,,
1301,6465804985,40.6896286,-73.9882049,,71,,Smith Street,White Noise,,,11201,,,,,,,,
1302,6467315461,40.6779446,-73.9908632,,365,,Bond Street,Bond Street Coffee and Goods,+1-718-852-7323,,11231,,,,,,,,
1303,6473280860,40.7286956,-73.9787601,New York,512,NY,Avenue B,B Cup Café,+1 212-228-4808,,10009,,bcupcafe@gmail.com,,,,,,
1304,6476814366,40.675733,-73.9805144,,665,,President Street,Enso,,,11215,,,,,,,,
1305,6497976386,40.7643238,-73.9887289,New York,403,NY,West 51st Street,The Coffee Pot,+1-917-265-8014,,10019,,,,,,,,
1306,6500461143,40.6888776,-73.9921479,,212B,,Pacific Street,Stumptown No 12,,,11201,,,,,,,,
1307,6507019906,40.7518367,-73.9902569,New York,462,NY,7th Avenue,Starbucks,+1 212-279-6432,,10018,,,,,,,,
1308,6511878535,40.8157311,-73.9451417,New York,236,,West 135th Street,Acts III Bagels,+1 212 2812287,,10030,,,,,,,,
1309,6516818726,40.5978165,-73.985207,,,,,A Bar,+1-917-254-8982,,,,,,,,,,
1310,6525036187,40.7398248,-73.977416,,,,,Proof Coffee Roasters,+1-212-689-1000,,,,,,,,,,
1311,6534166842,40.6903087,-73.9916493,,,,,About Coffee,,,,,,,,,,,
1312,6536906987,40.7639054,-73.977729,,1385,,6th Avenue,Zibetto Espresso Bar,+1 646-707-0505,,10019,,,,https://www.instagram.com/zibettoespresso,,,,
1313,6542803861,40.7472769,-73.9750012,,,,,,,,,,,,,,,,
1314,6549322049,40.8029397,-73.956201,New York,2104,NY,Frederick Douglass Boulevard,Cafe Frederick,+1-212-222-1987,,10026,,,,,,,,
1315,6550407925,40.7335428,-74.0039268,New York,87,NY,Christopher Street,Matchaful,+15859864358,,10014,,,,,,,,
